Time, Amount
0,65
0,43
0,74
1,32
1,12
1,8
1,79
1,1
1,95
1,53
1,40
1,12
2,40
2,22
2,52
1,57
1,52
1,30
1,32
0,4
0,79
0,95
0,37
1,28
1,62
1,30
1,8
1,79
0,94
0,70
0,30
0,85
0,56
0,6
0,15
0,71
1,54
0,5
0,54
0,35
0,40
0,34
0,58
0,30
0,12
0,15
0,66
0,34
0,93
0,74
0,67
0,18
0,22
0,76
0,82
0,20
1,31
0,76
0,14
0,38
0,30
0,77
0,22
0,21
0,34
0,98
0,23
0,88
0,40
1,14
1,67
0,32
0,47
0,48
0,4
0,1
0,18
0,60
0,24
0,13
0,37
0,15
0,26
0,77
0,59
0,86
0,1
0,95
0,99
0,30
0,30
0,40
0,6
0,69
0,59
0,21
0,91
0,39
0,91
0,80
0,84
0,52
0,43
0,62
0,66
0,21
0,52
0,15
1,95
1,91
1,24
1,14
0,31
0,12
0,59
0,4
0,5
0,40
0,4
0,40
0,52
0,79
0,30
0,18
0,6
0,94
0,57
0,74
0,6
0,1
0,88
0,94
0,95
0,67
0,37
0,5
0,30
0,22
0,70
0,88
0,62
0,70
0,15
0,12
0,21
0,99
0,26
0,98
0,54
0,94
0,54
0,18
0,39
0,34
0,26
0,93
0,31
0,28
0,79
0,28
0,14
0,80
0,76
0,28
0,12
0,43
0,67
0,30
0,30
0,59
0,13
0,79
0,39
0,66
0,32
0,34
0,57
0,15
0,95
0,32
0,34
0,70
0,74
1,40
0,22
0,40
0,52
0,91
0,77
0,22
0,52
0,30
0,40
0,12
0,57
0,74
0,52
3,58
2,14
1,67
1,6
1,18
1,71
2,95
2,69
2,37
2,95
1,1
1,43
1,26
0,21
0,30
2,86
1,14
1,48
0,43
0,12
0,30
0,53
0,32
0,94
0,62
0,52
0,8
0,47
0,76
0,30
0,1
0,26
0,82
0,88
0,22
0,24
0,86
0,91
0,84
0,22
0,14
0,67
0,21
0,38
0,37
0,40
0,30
0,32
0,34
0,4
0,1
0,91
0,14
0,77
0,23
0,5
0,30
0,22
0,15
0,40
0,95
0,40
0,40
0,65
0,6
0,20
0,18
0,77
0,4
0,8
0,52
0,15
0,56
0,40
0,70
0,40
0,18
0,79
0,91
0,60
0,12
0,59
0,34
0,80
0,35
0,12
0,93
0,74
0,30
0,85
0,1
0,8
0,54
0,4
0,1
0,58
0,38
0,79
0,52
0,67
0,52
0,76
0,98
0,94
0,6
0,24
0,40
0,30
0,32
0,54
0,59
0,22
0,66
0,47
0,82
0,80
0,18
0,4
0,31
0,5
0,30
0,12
0,30
0,1
0,30
0,34
0,28
0,79
0,30
0,82
0,82
0,58
0,23
0,28
0,31
0,86
0,43
0,40
0,21
0,30
0,22
0,54
0,24
0,28
0,69
0,99
0,95
0,93
0,30
0,84
0,62
0,39
0,4
0,15
0,58
0,56
0,95
0,20
0,47
0,23
0,18
0,13
0,30
0,67
0,18
0,22
0,52
0,15
0,38
0,88
0,22
0,37
0,22
0,71
0,28
0,21
0,35
0,38
0,8
0,74
0,28
0,54
0,37
0,52
0,65
0,67
0,76
0,1
0,91
0,67
0,30
0,23
0,53
0,58
0,22
0,12
0,30
0,48
0,57
0,6
0,4
0,43
0,40
0,52
0,84
0,99
0,85
0,30
0,95
0,14
0,18
0,14
0,21
0,70
0,5
0,5
0,88
0,1
0,34
0,34
0,91
0,93
0,40
0,80
0,84
0,13
0,40
0,43
0,99
0,24
0,95
0,6
0,31
0,34
0,18
0,30
0,26
0,59
0,30
0,37
0,79
0,12
0,15
0,40
0,40
0,88
0,23
0,58
0,54
0,66
0,37
0,15
0,91
0,76
0,40
0,37
0,22
0,91
0,79
0,99
0,32
0,95
0,8
0,8
0,13
0,14
0,95
0,15
0,77
0,23
0,54
0,30
0,62
0,60
1,47
1,21
0,43
0,14
0,71
0,12
0,98
0,77
0,53
0,39
0,28
0,94
0,8
0,74
0,1
0,69
0,1
0,12
0,30
0,30
0,4
0,22
0,91
0,91
0,74
0,74
0,76
0,59
0,54
0,58
0,82
0,58
0,77
0,22
0,95
0,12
0,77
0,1
0,26
0,6
0,71
0,30
0,15
0,32
0,12
0,20
0,43
0,99
0,34
0,8
0,84
0,62
0,21
0,18
0,79
0,93
0,34
0,30
0,37
0,12
0,67
0,54
0,52
0,52
0,56
0,31
0,32
1,86
1,22
1,48
1,26
0,59
1,88
2,80
1,77
1,18
3,53
4,66
3,43
4,12
3,28
3,24
2,34
2,39
2,47
2,43
2,60
2,30
2,91
1,82
2,76
2,95
1,60
2,67
2,77
1,35
0,13
0,6
1,52
0,70
0,48
0,54
0,1
0,65
0,4
0,31
0,24
0,8
0,57
0,79
0,14
0,40
0,5
0,26
0,1
0,28
0,91
0,15
0,40
0,38
0,57
0,95
0,79
0,32
0,12
0,79
0,18
0,21
0,95
0,13
0,82
0,99
0,79
0,21
0,34
0,52
0,66
0,77
0,85
0,1
0,43
0,4
0,47
0,37
0,48
0,59
0,1
0,6
0,32
0,84
0,13
0,15
0,40
0,91
0,40
0,5
0,6
0,22
0,84
0,12
0,15
0,37
0,85
0,20
0,22
0,47
0,62
0,23
0,39
0,22
0,40
0,40
0,23
0,67
0,56
0,30
0,23
0,76
0,91
0,30
0,70
0,91
0,54
0,18
0,52
0,30
0,94
0,58
0,14
0,71
0,30
0,59
0,74
0,30
0,15
0,40
0,30
0,84
0,38
0,30
0,69
0,76
0,94
0,1
0,24
0,4
0,62
0,74
0,43
0,34
0,12
0,1
0,18
0,77
0,95
0,98
0,14
0,52
0,74
0,43
0,26
0,76
0,82
0,88
0,1
0,20
0,5
0,54
0,95
0,8
0,58
0,22
0,52
0,30
0,57
0,15
0,37
0,39
0,62
0,59
0,34
0,28
0,70
0,66
0,79
0,30
0,4
0,94
0,79
0,59
0,34
0,30
0,40
0,86
0,53
0,34
0,22
0,35
0,93
0,67
0,12
0,30
0,22
0,34
0,76
0,40
0,52
0,91
0,77
0,80
0,40
0,62
0,34
0,32
0,22
0,38
0,66
0,30
0,52
0,22
0,86
0,6
0,99
0,31
0,65
0,74
0,14
0,18
0,12
0,54
0,60
0,6
0,15
0,38
0,47
0,26
0,52
0,59
0,40
0,21
0,95
0,21
0,59
0,54
0,5
0,93
0,34
0,95
0,28
0,28
0,32
0,8
0,40
0,24
0,48
0,1
0,84
0,13
0,40
0,85
0,86
0,8
0,4
0,30
0,57
0,12
0,95
0,43
0,40
0,79
0,15
0,93
0,30
0,59
0,5
0,37
0,21
0,54
0,40
0,58
0,69
0,52
0,76
0,82
0,18
0,67
0,79
0,37
0,1
0,8
0,15
0,22
0,1
0,52
0,30
0,56
0,98
0,30
0,65
0,28
0,12
0,4
0,95
0,70
0,30
0,20
0,34
0,88
0,91
0,70
0,62
0,1
0,79
0,30
0,23
0,70
0,15
0,32
0,15
0,52
0,91
0,60
0,99
0,30
0,71
0,54
0,21
0,30
0,38
0,28
0,52
0,1
0,77
0,12
0,69
0,39
0,76
0,14
0,21
0,74
0,30
0,8
0,4
0,52
0,56
1,31
0,14
0,15
0,93
0,43
0,38
0,15
0,38
0,37
0,26
0,18
0,84
0,40
0,71
0,40
0,80
0,30
0,6
0,85
0,82
0,1
0,6
0,91
0,30
0,37
0,93
0,95
0,53
0,12
0,71
0,99
0,31
0,40
0,1
0,67
0,22
0,67
0,59
0,94
0,74
0,21
0,20
0,59
0,48
0,6
0,43
0,91
0,67
0,31
0,24
0,95
0,53
0,12
0,62
0,84
0,76
0,22
0,65
0,14
0,40
0,66
0,35
0,34
0,1
0,34
0,82
0,76
0,95
0,8
0,77
0,40
0,32
0,30
0,18
0,39
0,34
0,79
0,22
0,6
0,23
0,13
0,38
0,76
0,52
0,35
0,30
0,74
0,52
0,6
0,18
0,30
0,76
0,15
0,47
0,52
0,85
0,54
0,20
0,80
0,70
0,5
0,31
0,52
0,57
0,69
0,15
0,79
0,4
0,32
0,91
0,34
0,52
0,58
0,86
0,21
0,30
0,79
0,84
0,14
0,18
0,1
0,95
0,15
0,31
0,30
0,15
0,74
0,54
0,1
0,40
0,26
0,40
0,85
0,22
0,21
0,40
0,98
0,93
0,20
0,21
0,1
0,40
0,30
0,77
0,91
0,8
0,30
0,30
0,37
0,39
0,66
0,4
0,66
0,69
0,15
0,47
0,1
0,12
0,28
0,79
0,12
0,76
0,60
0,8
0,91
0,48
0,88
0,62
0,95
0,59
0,31
0,30
0,66
0,53
0,40
0,56
0,57
0,34
0,8
0,98
0,23
0,40
0,37
0,30
0,76
0,13
0,65
0,94
0,30
0,54
0,30
0,76
0,82
0,30
0,1
0,12
0,22
0,95
0,43
0,53
0,59
0,59
0,93
0,18
0,74
0,67
0,37
0,1
0,30
0,99
0,6
0,1
0,71
0,43
0,30
0,47
0,12
0,76
0,32
0,28
0,67
0,4
