Time, Amount
0,33
0,33
0,33
0,33
0,33
0,33
28,33
28,35
28,26
24,50
24,11
24,97
24,13
24,40
24,29
24,95
25,68
25,72
25,80
25,62
27,68
28,13
28,30
28,31
28,13
28,39
28,25
28,51
28,56
29,35
29,76
29,29
29,19
29,14
29,5
29,31
29,29
30,95
30,25
30,57
30,26
30,0
30,74
30,68
30,83
29,28
29,99
28,9
28,67
28,82
28,74
28,35
27,18
27,2
28,91
28,92
28,54
28,68
28,6
28,97
28,60
29,10
29,77
29,93
29,69
29,80
29,83
29,87
29,15
34,66
35,30
35,18
35,70
35,47
35,62
35,75
35,61
34,74
35,77
35,80
35,43
35,81
35,40
35,29
35,5
35,38
35,66
35,54
35,27
35,38
35,87
35,0
35,74
36,28
36,79
36,95
36,84
36,63
36,85
37,75
37,0
36,75
36,75
36,38
36,58
36,49
36,75
37,74
37,90
37,26
37,47
37,62
37,88
37,24
38,89
38,27
45,53
48,55
49,86
49,79
49,31
46,13
46,14
46,38
46,62
46,8
46,28
46,29
46,53
46,85
47,97
46,71
46,39
46,43
46,30
46,21
46,42
46,79
47,12
47,61
47,21
49,72
49,56
49,26
51,66
51,14
51,74
51,44
51,94
51,7
51,69
51,10
52,57
52,57
51,15
51,97
51,54
51,98
51,1
51,5
51,84
51,45
49,66
49,28
49,7
58,58
58,20
58,30
58,8
57,60
58,68
58,97
58,69
58,85
58,44
58,95
58,16
58,65
58,79
58,77
58,19
58,29
58,71
58,86
58,22
58,87
58,40
58,14
59,23
59,1
59,12
58,65
58,96
58,56
58,16
58,3
58,42
58,94
58,90
58,98
58,81
58,26
58,48
58,3
58,96
58,59
58,66
58,12
58,72
58,30
58,42
58,95
58,79
57,74
57,49
58,43
58,92
58,94
58,2
61,60
61,17
61,90
61,21
61,59
61,47
61,88
61,22
61,4
61,44
61,41
61,20
61,32
57,99
57,54
58,61
58,32
58,70
58,26
58,67
58,57
58,22
58,53
58,97
58,16
58,27
58,20
58,26
58,75
58,84
58,97
58,16
58,23
58,94
58,5
57,10
57,92
57,61
57,54
57,66
57,50
57,57
57,5
57,13
57,18
57,93
57,23
57,58
57,53
57,34
57,32
62,66
62,91
61,63
61,20
61,70
61,21
61,60
61,13
61,15
61,28
61,33
61,21
61,46
61,89
61,13
61,29
61,87
62,59
62,39
62,23
62,57
62,58
61,88
61,99
61,36
61,73
61,23
61,24
61,38
61,51
61,86
61,35
61,7
61,43
61,96
61,48
61,67
61,97
61,82
61,19
61,62
61,30
61,60
61,89
61,33
61,84
65,14
65,55
65,41
65,0
65,69
65,29
65,72
65,61
65,83
65,84
65,50
65,25
65,32
65,90
65,40
65,81
65,27
65,5
65,8
65,10
65,0
64,77
64,8
64,98
64,36
64,48
64,25
64,77
64,42
64,33
64,79
64,8
64,45
64,31
64,42
64,51
64,84
65,97
65,35
65,41
65,28
65,23
65,59
65,91
65,50
65,26
65,34
65,16
68,11
68,52
68,25
68,6
68,54
68,69
68,97
68,25
68,13
68,99
68,13
68,40
68,29
68,51
68,15
68,95
68,75
67,86
67,68
67,72
67,65
67,23
67,80
67,8
67,72
67,79
67,62
67,23
65,5
65,19
65,89
65,61
64,68
64,87
64,84
64,50
64,13
65,30
65,31
65,31
65,13
65,24
65,45
65,89
65,39
65,57
65,72
65,77
68,76
68,43
68,20
68,29
68,49
68,25
68,81
68,51
68,58
68,10
68,23
68,76
68,75
68,56
68,91
68,19
67,56
67,51
67,18
67,75
67,45
67,93
67,35
67,21
67,78
67,76
67,29
67,81
67,75
67,66
67,77
67,57
67,90
67,36
67,19
67,96
67,53
67,15
67,80
67,70
67,14
67,51
67,5
67,31
67,59
67,66
67,25
67,95
67,29
67,33
67,7
67,59
67,7
67,36
67,77
67,25
67,72
67,81
67,57
67,26
67,93
67,1
67,0
67,53
67,1
67,18
67,74
67,68
67,5
67,70
67,85
67,2
67,33
67,99
67,83
67,71
67,28
67,94
67,27
66,89
66,94
66,99
66,59
66,9
66,70
66,9
66,2
66,4
66,50
66,60
66,68
66,44
66,67
66,68
66,82
66,92
66,42
66,91
66,41
66,90
66,74
66,14
66,62
66,14
66,35
67,96
67,18
67,46
67,73
70,50
70,2
70,49
69,69
69,80
69,20
69,91
69,24
69,92
69,52
69,28
69,18
69,22
69,25
69,25
69,9
69,52
69,3
69,37
69,54
69,76
69,68
69,39
69,33
69,6
69,32
69,16
69,88
69,71
69,97
69,10
69,0
69,55
69,91
70,60
69,10
69,10
69,87
69,68
69,77
69,20
69,71
69,72
69,93
69,89
69,42
69,72
69,69
69,99
69,56
69,34
69,65
69,80
69,17
69,83
69,32
69,87
69,15
69,79
69,61
65,58
65,96
65,23
65,18
65,31
65,85
65,74
65,98
65,45
65,66
65,58
65,46
65,52
65,38
65,30
65,13
65,51
65,28
65,26
65,64
65,25
65,39
65,1
65,42
65,58
65,51
65,82
65,55
65,63
65,29
64,95
64,52
64,21
64,99
64,60
65,40
65,6
65,6
65,16
65,68
65,23
65,32
65,92
65,76
65,59
65,65
65,89
65,15
65,45
65,5
65,31
65,37
65,47
65,33
65,56
65,54
65,0
65,85
65,2
65,53
65,50
65,66
65,38
65,72
65,77
65,32
65,52
65,65
65,23
65,11
64,30
64,24
64,61
64,26
64,3
64,13
64,70
64,18
64,11
64,32
64,47
64,45
64,62
64,77
64,50
64,78
64,75
64,73
64,47
64,58
64,21
64,64
64,44
64,61
64,2
64,62
63,74
63,77
63,74
63,81
63,80
63,43
63,30
63,24
64,81
64,66
64,97
67,40
67,29
67,5
67,38
67,63
67,66
67,10
67,54
67,27
67,38
67,59
67,87
67,79
67,0
67,15
67,21
67,62
67,57
66,74
66,46
66,28
67,79
67,95
67,33
67,84
67,98
67,63
67,85
67,3
67,42
67,85
67,68
67,52
67,44
67,39
67,17
67,23
67,73
66,75
66,0
66,75
66,75
66,36
66,38
66,4
66,51
66,58
66,49
66,45
66,75
65,7
